idrss_entries,title,public_date,category,provider,number_of_articles
"43370","Sean Penn's son Hopper sorry for hurling epithets at paparazzo - The Star-Ledger","Thu Mar 28 11:57:40 EDT 2013","Entertainment","NJ.com","74"
"43371","CNN announces new morning show with Chris Cuomo and Kate Bolduan","Thu Mar 28 11:48:52 EDT 2013","Entertainment","Entertainment Weekly","20"
"43372","Review: GI Joe: Retaliation","Thu Mar 28 11:46:14 EDT 2013","Entertainment","Huffington Post","284"
"43373","Pink Floyd album inspires Sir Tom Stoppard radio play","Thu Mar 28 11:33:47 EDT 2013","Entertainment","BBC News","15"
"43395","Model Claims He May Be The Father Of Kourtney Kardashian's Son","Thu Mar 28 08:29:08 EDT 2013","Entertainment","Starpulse.com (blog)","69"
"43396","FX network to start a younger-skewing channel, FXX","Thu Mar 28 12:16:00 EDT 2013","Entertainment","The Associated Press","25"
"43397","CNN taps morning-show partner for Cuomo","Thu Mar 28 12:13:11 EDT 2013","Entertainment","USA TODAY","21"
"43398","'GI Joe: Retaliation': This toy story has poor recall - Long Beach Press","Wed Mar 27 18:18:01 EDT 2013","Entertainment","Telegram","284"
"43399","Shia LaBeouf Sits Front Row at 'Orphans,' Broadway Show He Quit","Wed Mar 27 16:24:14 EDT 2013","Entertainment","Hollywood Reporter","15"
"43400","Taylor Swift Keeps Warm In New York City With A Green Toggle Coat!","Wed Mar 27 16:16:44 EDT 2013","Entertainment","PerezHilton.com","-1"
"43410","Jon Hamm wants to keep his not-so-private parts private - The Star-Ledger","Wed Mar 27 16:57:57 EDT 2013","Entertainment","NJ.com","-1"
"43411","Matt Lauer -- I'm Down with Anderson Cooper Replacing Me on 'Today'","Wed Mar 27 10:35:57 EDT 2013","Entertainment","TMZ.com","118"
"43427","FX plans third channel, sets new series","Thu Mar 28 12:30:33 EDT 2013","Entertainment","USA TODAY","25"
"43438","Kourtney Kardashian fights back against male model's claims he could be ...","Thu Mar 28 11:50:08 EDT 2013","Entertainment","TheCelebrityCafe.com","69"
"43439","Taylor Swift Brings 'Red' To Life In New Jersey: Live Review","Thu Mar 28 12:13:29 EDT 2013","Entertainment","Billboard","33"
"43440","'Veep' Star Anna Chlumsky Expecting","Thu Mar 28 12:17:34 EDT 2013","Entertainment","ABC News (blog)","36"
"43452","Rob Kardashian -- The Photog Was a Trespassing Peeping Tom!","Thu Mar 28 12:31:55 EDT 2013","Entertainment","TMZ.com","44"
"43453","CNN details team for new morning show","Thu Mar 28 12:27:33 EDT 2013","Entertainment","Los Angeles Times","22"
"43454","Taylor Swift Locks In 'New Girl' Cameo","Thu Mar 28 12:22:50 EDT 2013","Entertainment","MTV.com","18"
"43486","Taylor Swift's 'Red' Tour: Her Amps Go Up to 22","Thu Mar 28 12:38:34 EDT 2013","Entertainment","RollingStone.com (blog)","34"
"43487","Tom Stoppard pens play based on classic Pink Floyd album","Thu Mar 28 12:20:39 EDT 2013","Entertainment","Telegraph.co.uk","25"
"43495","Movies based on toys: Do they live up to the nostalgia?","Thu Mar 28 12:49:08 EDT 2013","Entertainment","The Week Magazine","291"
"43496","'American Idol' Report Card: Amber Holcomb Cruises, Angie Miller Crashes","Thu Mar 28 12:00:18 EDT 2013","Entertainment","MTV.com","34"
"43523","All About The Benjamins","Thu Mar 28 12:58:16 EDT 2013","Entertainment","Huffington Post","26"
"43524","Jay Leno bashes NBC (again) in 'Tonight Show' monologue","Thu Mar 28 12:28:55 EDT 2013","Entertainment","Los Angeles Times","56"
"43525","Sour Grapes? Bizarre Behaviour From Shia LaBoeuf At The Play He was Fired ...","Thu Mar 28 12:58:29 EDT 2013","Entertainment","Contactmusic.com","16"
"43544","Kirsten Dunst in 'Interview': Kissing vampire Brad Pitt at 11 years old 'was ...","Thu Mar 28 13:13:11 EDT 2013","Entertainment","New York Daily News","47"
"43545","Another Lindsay Lohan Jewelry Kerfuffle? Actress Leaves Anger Management ...","Thu Mar 28 13:09:50 EDT 2013","Entertainment","E! Online","49"
"43546","CNN breaks news on CNN","Thu Mar 28 13:12:52 EDT 2013","Entertainment","Washington Post (blog)","29"
"43565","Justified Renewed For Season 5, FX Greenlights Fargo","Thu Mar 28 12:15:06 EDT 2013","Entertainment","Cinema Blend","40"
"43566","Jon Hamm offered free Jockey underwear after rumors swirl about his 'privates'","Thu Mar 28 13:23:50 EDT 2013","Entertainment","Fox News","137"
"43567","Photographer says Rob Kardashian struck her","Thu Mar 28 11:22:56 EDT 2013","Entertainment","Los Angeles Times","46"
"43586","Stoppard play marks 40 years since Pink Floyd's Dark Side of the Moon","Thu Mar 28 12:51:54 EDT 2013","Entertainment","The Guardian","21"
"43595","Hicks: Kirsten Dunst says kissing Brad Pitt was 'disgusting","Thu Mar 28 13:34:59 EDT 2013","Entertainment","San Jose Mercury News","50"
"43619","Ethan Hawke and Julie Delpy are back in the trailer for 'Before Midnight'","Thu Mar 28 13:02:15 EDT 2013","Entertainment","HitFix (blog)","16"
"43620","'KTLA 5 Morning News' anchor Michaela Pereira joins CNN morning show","Thu Mar 28 13:46:56 EDT 2013","Entertainment","Los Angeles Times","31"
"43621","Anna Chlumsky of 'My Girl,' 'Veep' is pregnant with first baby","Thu Mar 28 13:29:26 EDT 2013","Entertainment","Los Angeles Times","39"
"43638","NBC News' Jenna Wolfe, Stephanie Gosk a couple, expecting a baby - The Star-Ledger","Thu Mar 28 12:25:14 EDT 2013","Entertainment","NJ.com","129"
"43663","Video: Here's The Before Midnight Trailer We've Waited 9 Years For","Thu Mar 28 13:41:27 EDT 2013","Entertainment","Gothamist","19"
"43664","FX to launch new cable channel for younger adult audience","Thu Mar 28 14:01:12 EDT 2013","Entertainment","Reuters","34"
"43681","'Before Midnight' trailer: Is the sun setting on Jesse and Celine?","Thu Mar 28 13:26:59 EDT 2013","Entertainment","Entertainment Weekly","19"
"43682","'X Factor': Demi Lovato Returning for Third Season","Thu Mar 28 14:03:39 EDT 2013","Entertainment","Hollywood Reporter","7"
"43691","A New Channel, FXX, Hopes to Extend the FX Brand","Thu Mar 28 14:17:43 EDT 2013","Entertainment","New York Times","36"
"43692","Tribeca Film Festival will close with restored 'The King of Comedy'","Thu Mar 28 14:01:45 EDT 2013","Entertainment","Entertainment Weekly (blog)","7"
"43693","Shia LaBeouf sits front row at opening of 'Orphans' after abruptly departing ...","Thu Mar 28 12:53:56 EDT 2013","Entertainment","New York Daily News","18"
"43694","CNN unveils team for new morning show","Thu Mar 28 14:33:26 EDT 2013","Entertainment","Los Angeles Times","30"
"43695","Sean 'Diddy' Combs tops hip-hop's richest list","Thu Mar 28 14:13:44 EDT 2013","Entertainment","USA TODAY","30"
"43704","ROLL CALL: Jon Hamm's Junk Saga Continues — Jockey Offers Actor Lifetime ...","Thu Mar 28 14:11:18 EDT 2013","Entertainment","Access Hollywood","135"
"43715","Demi Lovato returning to 'The X Factor'","Thu Mar 28 14:01:55 EDT 2013","Entertainment","Entertainment Weekly (blog)","15"
"43716","'Before Midnight' Trailer: Ethan Hawke & Julie Delpy, After Dark","Thu Mar 28 14:32:51 EDT 2013","Entertainment","Huffington Post","22"
"43727","Tribeca 2013: Martin Scorsese's 'King of Comedy' Tapped as Closing-Night Film","Thu Mar 28 14:04:18 EDT 2013","Entertainment","Hollywood Reporter","8"
"43728","Matt Lauer Apologizes to Former Intern: 'Always Tried To Be Nice'","Thu Mar 28 13:43:46 EDT 2013","Entertainment","Hollywood Reporter","125"
"43729","Hip new network targeting millennials to feature shows starring Joseph Gordon ...","Thu Mar 28 12:07:58 EDT 2013","Entertainment","A.V. Club","22"
"43738","Joseph Gordon-Levitt seeks submissions to new collaborative TV show","Thu Mar 28 12:53:47 EDT 2013","Entertainment","Los Angeles Times","22"
"43739","Matt Lauer apologizes to former 'Today' intern via Twitter for being 'not so nice'","Thu Mar 28 14:18:11 EDT 2013","Entertainment","New York Daily News","125"
"43751","Barbara Walters -- Reportedly Calling It Quits in 2014","Thu Mar 28 14:28:39 EDT 2013","Entertainment","TMZ.com","14"
"43752","Taylor Swift to Guest Star on New Girl Season Finale","Thu Mar 28 14:51:33 EDT 2013","Entertainment","Us Magazine","41"
"43753","Amanda Bynes gets mad, threatens to sue the media","Thu Mar 28 14:34:55 EDT 2013","Entertainment","Fox News","15"
"43754","Demi Lovato will return to 'X Factor'","Thu Mar 28 14:38:27 EDT 2013","Entertainment","HitFix","26"
"43764","Barbara Walters Set to Retire in 2014","Thu Mar 28 14:15:09 EDT 2013","Entertainment","Hollywood Reporter","14"
"43770","Amanda Bynes threatens legal action over negative media coverage","Thu Mar 28 14:51:52 EDT 2013","Entertainment","Zap2it.com (blog)","15"
"43771","Barbara Walters plans to retire in 2014","Thu Mar 28 15:06:14 EDT 2013","Entertainment","USA TODAY","14"
"43772","Justin Bieber -- Restrained By Bodyguard In Neighbor Fight","Thu Mar 28 15:00:30 EDT 2013","Entertainment","TMZ.com","523"
"43773","Robert De Niro's Tribeca Film Fest to Close With De Niro's 'King of Comedy'","Thu Mar 28 14:07:50 EDT 2013","Entertainment","TheWrap","9"
"43786","'Before Midnight' Trailer Reunites Ethan Hawke, Julie Delpy Nine Years Later ...","Thu Mar 28 14:59:22 EDT 2013","Entertainment","Hollywood Reporter","24"
"43787","Amanda Bynes Threatens to Sue Certain Media Sites Over Negative Coverage","Thu Mar 28 13:36:00 EDT 2013","Entertainment","E! Online","16"
"43800","Ke$ha 'Gives Haters The Finger' In 'Crazy Beautiful' Trailer: Watch Now!","Thu Mar 28 14:58:17 EDT 2013","Entertainment","MTV.com","16"
"43801","Amanda Bynes threatens to sue Perez Hilton, 'Us Weekly'","Thu Mar 28 15:15:02 EDT 2013","Entertainment","USA TODAY","18"
"43802","Demi Lovato back for 'X Factor,' 2 new judges yet to be announced","Thu Mar 28 15:05:49 EDT 2013","Entertainment","Reuters","33"
"43829","Taylor Swift to guest star on Fox's 'New Girl'","Thu Mar 28 15:02:00 EDT 2013","Entertainment","The Associated Press","45"
"43830","Matt Lauer Apologies to Former Intern: 'Always Tried To Be Nice'","Thu Mar 28 13:39:15 EDT 2013","Entertainment","Hollywood Reporter","126"
"43840","Taylor Swift to guest star on 'New Girl'","Thu Mar 28 15:28:51 EDT 2013","Entertainment","USA TODAY","47"
"43868","Jon Hamm offered a lifetime supply of underwear by Jockey","Thu Mar 28 15:30:38 EDT 2013","Entertainment","Zap2it.com (blog)","139"
"43869","Demi Lovato Will Return To 'X Factor'","Thu Mar 28 14:47:51 EDT 2013","Entertainment","MTV.com","45"
"43870","Taylor Swift to appear on 'New Girl' alongside Zooey Deschanel","Thu Mar 28 15:37:22 EDT 2013","Entertainment","Fox News","48"
"43873","Demi Lovato returning as 'X Factor' judge","Thu Mar 28 15:37:21 EDT 2013","Entertainment","Fox News","45"
"43887","Kirsten Dunst hated kissing Brad Pitt when she was 11","Thu Mar 28 15:52:03 EDT 2013","Entertainment","Tampabay.com (blog)","61"
"43907","Barbara Walters reportedly set to retire in 2014","Thu Mar 28 15:56:15 EDT 2013","Entertainment","Fox News","47"
"43946","FX Branches Out With FXX Cable Network","Thu Mar 28 16:21:11 EDT 2013","Entertainment","Wall Street Journal","42"
"43947","Ke$ha: My Crazy Beautiful Life | Trailer","Thu Mar 28 14:52:27 EDT 2013","Entertainment","MTV.com","-1"
"43962","'Room 237': Deconstructing 'The Shining'","Wed Mar 27 09:25:55 EDT 2013","Entertainment","USA TODAY","46"
"43963","Amanda Bynes Spotted in Times Square With a Shirt Over Her Head, Rocks ...","Thu Mar 28 16:14:54 EDT 2013","Entertainment","E! Online","25"
"43964","Netflix picks up series from the Wachowskis","Thu Mar 28 16:07:51 EDT 2013","Entertainment","CNN (blog)","101"
"43965","Sean 'Diddy' Combs Ranks No. 1 on Forbes' List of Richest Hip-Hop Stars","Thu Mar 28 15:24:50 EDT 2013","Entertainment","E! Online","33"
"43966","Watch Lana Del Rey Sing Leonard Cohen","Thu Mar 28 15:46:27 EDT 2013","Entertainment","Slate Magazine (blog)","37"
"43967","Showmances: Relate and Mate","Thu Mar 28 16:04:25 EDT 2013","Entertainment","303 Magazine","52"
"43968","Lindsay Lohan makes her move on Charlie Sheen in 'Anger Management' first ...","Thu Mar 28 15:56:03 EDT 2013","Entertainment","Zap2it.com (blog)","55"
"43969","Taylor Swift to guest-star on 'New Girl'","Thu Mar 28 15:28:51 EDT 2013","Entertainment","USA TODAY","51"
"43970","Lollapalooza lineup to include Cure, Nine Inch Nails","Thu Mar 28 12:55:03 EDT 2013","Entertainment","Chicago Tribune","-1"
"43971","Rob Kardashian's Paparazzi Robbery Explained! Claims The Photog Was ...","Thu Mar 28 15:56:08 EDT 2013","Entertainment","PerezHilton.com","73"
"43972","Photo Gallery: The Rolling Stones","Thu Mar 28 13:12:45 EDT 2013","Entertainment","NME.com","137"
"43973","On the Charts: Justin Timberlake Has Best Sales Week Ever","Wed Mar 27 10:05:06 EDT 2013","Entertainment","RollingStone.com","164"
"43974","Kim Kardashian Shares 'First' Pregnancy Craving: In N Out Burgers and Cheese ...","Thu Mar 28 15:33:24 EDT 2013","Entertainment","Us Magazine","60"
"43975","Jay Leno's Rating Jokes Just Keep On Coming","Thu Mar 28 14:13:20 EDT 2013","Entertainment","Contactmusic.com","64"
"43976","Don Payne dies at 48; 'Simpsons' writer and producer","Wed Mar 27 20:36:36 EDT 2013","Entertainment","Los Angeles Times","43"
"43977","Here Are Some Things You Can Buy Now That Disney Owns Star Wars","Thu Mar 28 09:40:22 EDT 2013","Entertainment","Geekosystem","-1"
"43978","Jenna Wolfe: My child's father isn't Matt Lauer or Lester Holt","Thu Mar 28 15:13:19 EDT 2013","Entertainment","New York Daily News","139"
"43979","David Letterman explains why he banned Harmony Korine","Tue Mar 26 20:42:28 EDT 2013","Entertainment","Reality TV World","144"
"43980","Diane Kruger Braves the Cold, Defies Logic in a Wool Jumper","Wed Mar 27 17:09:49 EDT 2013","Entertainment","E! Online","25"
"43993","Dax Shepard & Kristen Bell's Baby Born -- Couple Welcomes Girl, Lincoln","Thu Mar 28 16:21:15 EDT 2013","Entertainment","Hollywood Life","15"
"43994","Kirsten Dunst On Kissing Brad Pitt: 'Disgusting'","Thu Mar 28 16:30:56 EDT 2013","Entertainment","ABC News (blog)","64"
"43995","Taylor Swift's 'Red' tour open its 3-night stand at the Prudential Center","Thu Mar 28 00:34:58 EDT 2013","Entertainment","New York Daily News","33"
"44003","Jon Hamm Is Being Treated Like an Actress, and He Hates It","Thu Mar 28 16:07:31 EDT 2013","Entertainment","Slate Magazine (blog)","143"
"44014","It's a Girl for Kristen Bell and Dax Shepard","Thu Mar 28 16:36:02 EDT 2013","Entertainment","People Magazine","25"
"44015","Charlie Daniels gets a pacemaker","Thu Mar 28 16:36:41 EDT 2013","Entertainment","USA TODAY","12"
"44026","TV: CNN's Chris Cuomo and Kate Bol…","Thu Mar 28 16:50:29 EDT 2013","Entertainment","Adweek","32"
"44043","Matt Lauer Responds to Former <i>Today<\i> Intern Who Hit Him While He Was ...","Thu Mar 28 16:34:50 EDT 2013","Entertainment","Vanity Fair (blog)","132"
"44070","Justin Bieber Spit-Gate: 'Not a Jail Case,' but Singer Could Face Mandatory ...","Thu Mar 28 16:21:05 EDT 2013","Entertainment","E! Online","539"
"44071","Kirsten Dunst Says First Kiss with Brad Pitt Was 'Disgusting!' Plus 5 Other ...","Thu Mar 28 16:57:23 EDT 2013","Entertainment","The Daily Blabber from iVillage","65"
"44072","Sean 'Diddy' Combs named wealthiest hip-hop artist of 2013 - The Star-Ledger","Thu Mar 28 16:20:22 EDT 2013","Entertainment","NJ.com","36"
"44073","Matt Lauer's worst week ever","Thu Mar 28 16:00:00 EDT 2013","Entertainment","Salon","132"
"44074","Demi Lovato will return for Season 3 of 'X Factor'","Thu Mar 28 16:30:51 EDT 2013","Entertainment","USA TODAY","66"
"44090","Taylor Swift to guest on 'New Girl'","Thu Mar 28 17:03:01 EDT 2013","Entertainment","HitFix","57"
"44091","Kristen Bell, Dax Shepard welcome baby girl, name her Lincoln","Thu Mar 28 17:08:29 EDT 2013","Entertainment","Los Angeles Times","41"
"44092","How CNN's Kate Bolduan Became The Youngest Morning Show Anchor At Age 29","Thu Mar 28 15:59:30 EDT 2013","Entertainment","Business Insider","35"
"44093","My Girl's Anna Chlumsky puts her budding baby bump on show for first time","Thu Mar 28 17:04:20 EDT 2013","Entertainment","Daily Mail","43"
"44129","Taylor Swift will guest-star on season finale of 'New Girl'","Thu Mar 28 17:09:01 EDT 2013","Entertainment","New York Daily News","58"
"44136","FX renews 'Justified,' announces new channel","Thu Mar 28 17:32:37 EDT 2013","Entertainment","CNN (blog)","54"
"44137","Sean 'Diddy' Combs heads Forbes' richest hip-hop artist list for third year running","Thu Mar 28 17:33:47 EDT 2013","Entertainment","New York Daily News","37"
"44150","Taylor Swift to guest star on season finale of 'New Girl'","Thu Mar 28 17:09:01 EDT 2013","Entertainment","New York Daily News","58"
"44171","Unlikely to Succeed At Successions","Thu Mar 28 17:52:41 EDT 2013","Entertainment","New York Times","135"
"44202","'Once Upon a Time' gets a graphic novel this fall","Thu Mar 28 17:03:20 EDT 2013","Entertainment","USA TODAY","7"
"44214","Big news from 'X Factor': A judge (Demi Lovato) is actually returning","Thu Mar 28 18:12:29 EDT 2013","Entertainment","Washington Post (blog)","74"
"44215","Barbara Walters Planning to Retire","Thu Mar 28 17:38:00 EDT 2013","Entertainment","E! Online","88"
"44217","FX to launch new sister channel FXX in September","Thu Mar 28 18:24:52 EDT 2013","Entertainment","Los Angeles Times","71"
"44221","Kristen Bell, Dax Shepard welcome their first child together: daughter Lincoln","Thu Mar 28 17:43:04 EDT 2013","Entertainment","New York Daily News","53"
"44222","Barbara Walters to Leave 'The View'","Thu Mar 28 18:21:06 EDT 2013","Entertainment","Wall Street Journal","88"
"44241","Matt Lauer Apologizes After Today Intern Says Host Was 'Not So Nice'","Thu Mar 28 18:31:06 EDT 2013","Entertainment","E! Online","137"
"44261","Love, etc.: A baby for Kristen Bell and Dax Shepard","Thu Mar 28 18:30:27 EDT 2013","Entertainment","Washington Post (blog)","56"
"44265","Barbara Walters to announce she's retiring — next year","Thu Mar 28 18:39:25 EDT 2013","Entertainment","Washington Post (blog)","93"
"44272","Barbara Walters, 83, may retire, changing the face of 'The View'","Thu Mar 28 18:47:48 EDT 2013","Entertainment","Los Angeles Times","93"
"44279","Demi Lovato to Return to 'X Factor' Season 3","Thu Mar 28 18:53:19 EDT 2013","Entertainment","Extra","77"
"44284","Sean 'Diddy' Combs tops Forbes' richest hip-hop artists list for third year running","Thu Mar 28 17:33:47 EDT 2013","Entertainment","New York Daily News","37"
"44294","It's a girl for Kristen Bell, fiance Dax Shepard","Thu Mar 28 18:56:00 EDT 2013","Entertainment","The Associated Press","60"
"44312","Sean Diddy Combs tops rich list yet again","Thu Mar 28 19:03:17 EDT 2013","Entertainment","Contactmusic.com","40"
"44313","My Girl Star: Anna Chlumsky Mom To Be","Thu Mar 28 18:53:51 EDT 2013","Entertainment","fox2now.com","47"
"44314","Unlikely to Succeed at Successions","Thu Mar 28 18:48:13 EDT 2013","Entertainment","New York Times","138"
"44332","Taylor Swift to Make Guest Appearance on New Girl","Thu Mar 28 18:22:03 EDT 2013","Entertainment","CMT.com","62"
"44333","Kirsten Dunst: Kissing Brad Pitt for 'Vampire' was 'disgusting'","Thu Mar 28 19:21:01 EDT 2013","Entertainment","Los Angeles Times","72"
"44334","Top 5 Richest Rappers, Hip Hop Artists Alive Ranked By Highest Net Worth","Thu Mar 28 19:08:57 EDT 2013","Entertainment","MemphisRap.com","39"
"44335","Hicks: Demi Lovato returning to 'X Factor'","Thu Mar 28 19:19:09 EDT 2013","Entertainment","San Jose Mercury News","81"
"44343","Our Favorite Top 10 Quotes From Silver Fox Anderson Cooper","Thu Mar 28 18:36:17 EDT 2013","Entertainment","Socialite Life","138"
"44344","ABC's Barbara Walters reportedly to retire in a year","Thu Mar 28 19:27:54 EDT 2013","Entertainment","Washington Post","98"
"44378","Taylor Swift to guest star on 'New Girl' finale","Thu Mar 28 19:43:41 EDT 2013","Entertainment","Los Angeles Times","66"
"44405","Amanda Bynes Threatens to Sue Media Over Recent Reports","Thu Mar 28 20:03:52 EDT 2013","Entertainment","Hollywood Reporter","36"
"44406","American Idol 2013 Spoilers: Top 8 Elimination Results Live Recap","Thu Mar 28 19:02:49 EDT 2013","Entertainment","Reality Rewind","54"
"44407","Sarah Chalke: My Son Had Kawasaki Disease","Thu Mar 28 20:14:18 EDT 2013","Entertainment","People Magazine","39"
"44411","News Corp.'s FX Adds FXX","Thu Mar 28 20:16:37 EDT 2013","Entertainment","Wall Street Journal","58"
"44412","American Idol 2013 Elimination Results: Top 8 Live Recap","Thu Mar 28 20:09:47 EDT 2013","Entertainment","Gossip and Gab","44"
"44434","Diddy tops Fobes' list of wealthiest hip-hop stars in 2013","Thu Mar 28 20:21:19 EDT 2013","Entertainment","OnTheRedCarpet.com","41"
"44449","5 reasons why Demi Lovato's return to 'The X Factor' doesn't come as a surprise","Thu Mar 28 19:53:25 EDT 2013","Entertainment","Dallas Morning News","84"
"44461","Diane Kruger rocks sexy suede thigh-high boots in New York","Thu Mar 28 15:29:32 EDT 2013","Entertainment","New York Daily News","27"
"44462","Kristen Bell and Dax Shepard are new parents of a baby girl.","Thu Mar 28 20:23:26 EDT 2013","Entertainment","Fremont Tribune","66"
"44469","Barbara Walters Said to Be Nearing Retirement","Thu Mar 28 20:27:28 EDT 2013","Entertainment","New York Times (blog)","100"
"44470","Kristen Bell And Dax Shepard Name Daughter Lincoln, Rate Their Choice","Thu Mar 28 20:44:42 EDT 2013","Entertainment","Cinema Blend","67"
"44483","Taylor Swift to guest-star on 'New Girl' season finale","Thu Mar 28 19:41:42 EDT 2013","Entertainment","Chicago Tribune","66"
"44496","Red Carpet: Diane Kruger's Boots Go All The Way Up At NYC Host Screening","Thu Mar 28 21:14:56 EDT 2013","Entertainment","TheGloss","28"
"44501","Beverly's Miller safe, Velez out on 'Idol'","Thu Mar 28 21:22:15 EDT 2013","Entertainment","Boston.com (blog)","397"
"44517","Devin Velez gets eliminated from 'American Idol' - Chicago Sun","Thu Mar 28 21:35:52 EDT 2013","Entertainment","Times (blog)","397"
"44520","Taylor Swift To Guest Star On Season Finale Of 'New Girl' [PHOTOS]","Thu Mar 28 21:10:52 EDT 2013","Entertainment","Socialite Life","64"
"44521","American Idol Results - Did the Save Come Into Play?","Thu Mar 28 21:11:23 EDT 2013","Entertainment","TVOvermind","397"
"44544","Kristen Bell and Dax Shepard have a baby daughter","Thu Mar 28 21:54:50 EDT 2013","Entertainment","Reality TV World","69"
"44550","Taylor Swift to Guest Star on 'New Girl' Season Finale","Thu Mar 28 11:10:47 EDT 2013","Entertainment","Hollywood Reporter","67"
"44551","Diddy tops Forbes' list of wealthiest hip-hop stars in 2013","Thu Mar 28 20:45:42 EDT 2013","Entertainment","OnTheRedCarpet.com","42"
"44571","Kristen Bell and Dax Shepard Welcome Daughter Lincoln","Thu Mar 28 22:18:56 EDT 2013","Entertainment","AceShowbiz","73"
"44572","Alleged Victim's Wife -- Justin Bieber's a 'Punk'","Thu Mar 28 20:26:43 EDT 2013","Entertainment","TMZ.com","559"
"44589","Justin Bieber visits Selena Gomez in Los Angeles: What did they talk about?","Thu Mar 28 12:19:42 EDT 2013","Entertainment","Zap2it.com (blog)","559"
"44590","Kim Kardashian responds to her (maternity) fashion critics: 'It's so subjective'","Wed Mar 27 17:04:17 EDT 2013","Entertainment","Entertainment Weekly","51"
"44602","'Temptation' Star Jurnee Smollett-Bell on Working with Tyler Perry","Thu Mar 28 18:24:51 EDT 2013","Entertainment","Hollywood Reporter","51"
"44610","Amanda Bynes Threatens to Sue Media Over Negative Publicity","Thu Mar 28 22:41:51 EDT 2013","Entertainment","AceShowbiz","41"
"44628","'American Idol': Goodbye to another guy","Thu Mar 28 22:15:51 EDT 2013","Entertainment","USA TODAY","187"
"44629","Taylor Swift to guest on 'New Girl' season finale","Thu Mar 28 11:01:03 EDT 2013","Entertainment","Entertainment Weekly","65"
"44649","'The Host's' Diane Kruger on a sci-fi fashion kick","Wed Mar 27 14:46:14 EDT 2013","Entertainment","Los Angeles Times","30"
"44668","'It's Always Sunny', 'The League' Renewed and Moving to FX's New Comedy ...","Thu Mar 28 23:25:07 EDT 2013","Entertainment","WTAQ","64"
"44678","'American Idol' season 12: Candice Glover leads Top 8 power rankings","Thu Mar 28 23:33:07 EDT 2013","Entertainment","Newsday","208"
"44679","Barbara Walters to retire in May 2014","Thu Mar 28 23:35:54 EDT 2013","Entertainment","Newsday","111"
"44682","Matt Lauer apologizes to intern who said he was 'not so nice' at 'Today'","Thu Mar 28 23:37:37 EDT 2013","Entertainment","Zap2it.com (blog)","144"
"44683","Taylor Swift Confirmed for Role on Fox's New Girl Season Finale","Thu Mar 28 23:40:27 EDT 2013","Entertainment","TheHDRoom","67"
"44693","On this 'Family Weekend,' Monday can't come soon enough","Thu Mar 28 18:03:56 EDT 2013","Entertainment","USA TODAY","8"
"44696","Matt Lauer Apologizes to Former TODAY Show Intern","Thu Mar 28 23:52:36 EDT 2013","Entertainment","Gather Celebs News Channel","146"
"44707","Matt Lauer Tweets Apology to Former 'Today' Intern Who Said He Was 'Not So ...","Fri Mar 29 00:02:56 EDT 2013","Entertainment","AceShowbiz","148"
"44708","Review: A 'Family Weekend' wrapped into a hostage comedy","Thu Mar 28 19:33:35 EDT 2013","Entertainment","Los Angeles Times","8"
"44709","'Sapphires' got heart and soul","Fri Mar 29 00:04:03 EDT 2013","Entertainment","Boston Herald","17"
"44710","The Dish List: Tom Menino, Barbara Walters, Ke$ha and more...","Fri Mar 29 00:04:36 EDT 2013","Entertainment","Boston Herald","113"
"44740","Hot New Spring Fashion Trends","Thu Mar 28 23:06:18 EDT 2013","Entertainment","ABC News","30"
"44750","Report: Barbara Walters Plans to Retire From 'The View' in 2014","Fri Mar 29 00:38:58 EDT 2013","Entertainment","AceShowbiz","114"
"44751","Singer Michelle Shocked sits in at canceled show","Thu Mar 28 23:34:47 EDT 2013","Entertainment","San Jose Mercury News","5"
"44754","Singer Michelle Shocked Sits In At Canceled Santa Cruz Show","Fri Mar 29 00:10:48 EDT 2013","Entertainment","CBS Local","5"
"44757","Chris Cuomo: CNN's Co-Host of CNN Morning Show With Kate Bolduan","Thu Mar 28 23:35:17 EDT 2013","Entertainment","KpopStarz","37"
"44770","'American Idol' Results Recap: Another One Bites The Dust","Fri Mar 29 00:51:55 EDT 2013","Entertainment","Celebuzz","221"
"44771","Demi Lovato Confirmed To Return As Judge For Season 3 Of “X Factor USA”","Fri Mar 29 01:06:47 EDT 2013","Entertainment","Neon Limelight","93"
"44779","Taylor Swift Invited to 'New Girl' Season Finale","Fri Mar 29 01:13:29 EDT 2013","Entertainment","AceShowbiz","67"
"44796","Image credit: Fox","Fri Mar 29 01:40:30 EDT 2013","Entertainment","Entertainment Weekly","195"
"44806","Barbara Walters to Retire. Really.","Fri Mar 29 01:04:38 EDT 2013","Entertainment","Daily Beast","117"
"44846","Kirsten Dunst: Kissing Brad Pitt in 'Interview with the Vampire' was 'disgusting ...","Thu Mar 28 13:13:11 EDT 2013","Entertainment","New York Daily News","74"
"44870","Bravetta Hassell: Barbara Walters 'likely' to retire next year, source says","Fri Mar 29 02:57:37 EDT 2013","Entertainment","Tulsa World","111"
"44880","Kristen Bell Welcomes a Baby Girl With Dax Shepard—Check Out Her ...","Fri Mar 29 03:07:53 EDT 2013","Entertainment","E! Online","72"
"44895","Michelle Shocked Shows Up Duct-Taped at Santa Cruz's Club to Protest ...","Fri Mar 29 03:21:59 EDT 2013","Entertainment","AceShowbiz","11"
"44910","Kirsten Dunst says kissing Brad Pitt was 'disgusting'","Wed Mar 27 17:05:34 EDT 2013","Entertainment","CBS42","74"
